datetime,generation_biomass,generation_fossil_brown_coal/lignite,generation_fossil_gas,generation_fossil_hard_coal,generation_fossil_oil,generation_hydro_pumped_storage_consumption,generation_hydro_run-of-river_and_poundage,generation_hydro_water_reservoir,generation_nuclear,generation_other,generation_other_renewable,generation_solar,generation_waste,generation_wind_onshore,temp,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,rain_1h,clouds_all,is_clear,is_clouds,is_drizzle,is_fog,is_mist,is_rain,total_load_actual,dataset_type
2015-01-02,-0.1584767873609569,-1.3658256748761588,-1.0340902680583057,-1.6426509482751819,-2.1942537816825247,2.1670154914241397,1.114553777876181,0.8219629557286974,0.9535068333792741,-0.8656889583842381,-1.5870844054784343,-0.28686341945623567,-1.4815398943764815,1.9972502781565349,-1.8668641958659435,-1.7200027867021292,-1.9976926339568921,-0.04057039975627825,1.042014871614962,-0.870108067409442,1.305994010808156,-0.5377649760636469,-1.2408676954420736,1.380138456647512,-0.9811511820700679,-0.4561455781506738,-0.41896983613258604,-0.5229011476692643,-0.7681939412195117,-0.48477374466790857,train
2015-01-03,0.4651791057171031,-1.3658256748761588,-1.083354951766695,-1.587873133659576,-1.612097278429972,1.7395807470434854,1.3376505415019442,0.9954748000521655,0.9407971237494464,0.7344421722839961,-1.1774194887636538,-0.4739360474901407,-1.1089332567208114,1.2901093698203456,-1.723011126936664,-1.5694788114444436,-1.862444037199408,-0.04291330147491068,1.12091922677121,-0.870108067409442,0.6794633119267403,-0.5377649760636469,-1.4887536506628263,1.8405323980139325,-1.5860245820365055,-0.4561455781506738,-0.41896983613258604,-0.5229011476692643,-0.7681939412195117,-1.2628859577050777,train
2015-01-04,-0.02480261858045214,-1.3658256748761588,-1.0704264333875368,-1.127837384418878,1.070507651610105,0.18059388139684882,1.6686899670564375,0.49900419784023115,0.9265176890258944,1.0027748896340325,-1.8951524228479495,1.3361768200572834,-1.9985419773597386,0.9115339229124981,-1.596057584169792,-1.4366380450113638,-1.7430841330943947,-0.04600550959905174,0.9310285259006804,-1.1930683900181498,-0.24860622598851204,-0.25705654622230206,-0.8743546013797865,1.3447235380808638,-1.7256107512595296,-0.4561455781506738,-0.41896983613258604,-0.5229011476692643,0.3170677592554859,-0.53517875576256,train
2015-01-05,-0.43554335881632456,-1.294038562662534,-0.4908995518725624,-0.9260703057978366,0.3844948772854969,1.371172583905341,0.7628765718456374,0.021816960521082746,-2.903346443771463,-1.0669384963967656,-0.6356978812490489,-0.521463298702289,-2.153139805403169,0.6579611217125575,-1.6893947673511711,-1.5343035585550682,-1.8308384169935015,-0.046860352118012254,1.3879801211462006,-1.3035548161737605,0.23095220912678233,-0.45520367316913374,-0.4457301280183943,0.8134997595811474,-0.46933522825231305,-0.4561455781506738,-0.41896983613258604,-0.5229011476692643,-0.4489993234327477,-2.190249306859151,train
2015-01-06,1.555753222141152,1.245931372212217,-0.5437437274899789,1.0946224111334089,0.4762048129692727,-0.5837549092144038,-0.18911427801597852,0.38615188972612996,-1.7917904466635992,1.1093187626994883,-1.22002464010199,1.1395212761310067,-0.5330111931728497,-0.9905063207040055,-1.7958461872789446,-1.6456914560717424,-1.9309225186065928,-0.05049485014743204,1.6724757894831521,-1.3722488560848776,0.12433649325755454,-0.5377649760636469,0.877897539746364,-0.7904155606273625,1.8705596470151835,-0.4561455781506738,-0.41896983613258604,-0.5229011476692643,-0.7681939412195117,-0.28435021347334194,train
2015-01-07,1.0822454270947157,1.2562194670730649,-0.09169286409747786,1.7728330459371189,1.3542113424649258,-0.7651434606368539,-0.4448342215459711,-0.2983490687544657,-0.4082043672794419,1.14483338705464,-2.2359936335546475,1.1954902082140604,-0.8325902492835329,0.12712307709194096,-1.7549934693099012,-1.602944272750929,-1.892513377806415,-0.044042537888846135,1.47035279960602,-1.0825819638625391,0.9146636063731328,-0.1744952433277888,-0.07585966210210161,-0.03645828601839859,-0.1436341667319238,-0.4561455781506738,-0.41896983613258604,-0.5229011476692643,0.6362623770422499,1.27953795527344,train
2015-01-08,1.3448869277268347,0.1850750619056962,-0.5722631444746454,1.2405050526213575,0.26190875290462184,-0.20605013610890005,-0.6129866821751377,-0.6640962395381577,0.5106924480691272,1.0244782711844034,-1.1184277407567251,1.193432526887478,-0.47326135372695166,-0.6177722920829136,-1.690182772263725,-1.5351281056630517,-1.8315792879353185,-0.04046486364282628,1.0940397211685318,-0.7001289502469642,0.5349480312934871,-0.5377649760636469,-1.0125664093696871,1.4155533752141596,-1.0276799051444092,-0.4561455781506738,-0.41896983613258604,-0.5229011476692643,-0.7681939412195117,-0.8260223339027598,train
2015-01-09,0.9438644213853198,1.1184535991088362,0.0913936993081923,1.56327704728915,0.9100025054078359,-0.7081232317925718,-0.7660294594802408,-0.33031252460249283,0.6526259783177658,0.998828820261238,-1.0069988834103043,0.24272496311114886,-0.20438707622041039,-0.3838005821756429,-1.5202473431915942,-1.3573122515318283,-1.6718084294304805,-0.03645449133165362,0.5052918403873017,-0.725625817821336,-0.14608302071700793,-0.5377649760636469,-1.3757221315779686,1.6634578051806939,-1.353380966664799,-0.4561455781506738,-0.41896983613258604,-0.5229011476692643,-0.7681939412195117,0.7001226594690615,train
2015-01-10,1.809922416301267,1.0998877267737424,-0.0759102741156722,1.4205865861401061,2.292949548901977,-0.6900711654309116,-1.1241976346393037,0.015745157378814392,-0.38810175882110787,1.14483338705464,-0.8136370427209281,0.5213350147304687,-0.23260227818097318,-1.08502848621666,-1.293708834931704,-1.1202684604884234,-1.4588201659076045,-0.0408395168455806,0.173199884070349,-0.1391978636107877,1.110328808590644,-0.5377649760636469,-1.6252867727257243,2.159266665113762,-2.004783089705578,-0.4561455781506738,-0.41896983613258604,-0.5229011476692643,-0.7681939412195117,-0.21598235888161912,train
2015-01-11,1.4983298116086825,-1.3658256748761588,-0.8454659537818267,-1.1388184847847105,-1.953062264686683,2.3855496409369286,-0.6747990230463087,-1.0535105736297667,-1.5543568671645391,0.9771254387108675,-1.3085122621123828,-1.1660812548575712,0.08689339107834268,1.448930088092366,-1.2390136085304735,-1.0630368493256486,-1.4073964967765966,-0.04406364511153657,0.4463303442265898,0.04777916526793811,-0.6477543040281158,0.37040935577599854,-0.5251879285631955,0.6364251667479088,-0.9811511820700679,-0.4561455781506738,-0.41896983613258604,-0.5229011476692643,0.5724234534848971,-2.0770904608379666,train
